dat/dat1/genfile.sh, 0.001019, 156, 362, 132.051282
dat/dat1/grammar.lsp, 0.011831, 3721, 2434, 34.587476
dat/dat1/xargs.1, 0.012123, 4227, 2866, 32.197776
dat/dat1/fields.c, 0.035573, 11150, 7290, 34.618834
dat/dat5/paper5, 0.033166, 11954, 7695, 35.628242
dat/dat5/paper4, 0.036513, 13286, 8124, 38.852928
dat/dat1/ppt.odp, 0.048612, 14015, 13939, 0.542276
dat/dat1/pptun.odp, 0.054018, 14015, 13939, 0.542276
dat/dat5/obj1, 0.064346, 21504, 16315, 24.130394
dat/dat1/cp.html, 0.069272, 24603, 16463, 33.085396
dat/dat5/paper6, 0.106848, 38105, 24287, 36.262958
dat/dat1/sum, 0.107128, 38240, 25909, 32.246339
dat/dat5/progc, 0.112075, 39611, 26178, 33.912297
dat/dat5/paper3, 0.125852, 46526, 27539, 40.809440
dat/dat5/progp, 0.137471, 49379, 30478, 38.277405
dat/dat5/paper1, 0.147815, 53161, 33601, 36.793890
dat/dat5/progl, 0.253515, 71646, 43246, 39.639338
dat/dat5/paper2, 0.220277, 82199, 47879, 41.752333
dat/dat5/trans, 0.267288, 93695, 65482, 30.111532
dat/dat4/aaa.txt, 0.189443, 100000, 12764, 87.236000
dat/dat4/alphabet.txt, 0.269481, 100000, 59879, 40.121000
dat/dat4/random.txt, 0.295098, 100000, 75264, 24.736000
dat/dat5/geo, 0.301504, 102400, 72820, 28.886719
dat/dat5/bib, 0.311303, 111261, 73025, 34.366040
dat/dat5/obj2, 0.751780, 246814, 194360, 21.252441
dat/dat5/news, 1.063122, 377109, 246658, 34.592386
dat/dat1/lcet10.txt, 1.145482, 426754, 250829, 41.223984
dat/dat1/plrabn12.txt, 1.298676, 481861, 275849, 42.753408
dat/dat1/ptt5, 1.069703, 513216, 106815, 79.187126
dat/dat5/pic, 1.056218, 513216, 106815, 79.187126
dat/dat5/book2, 1.669834, 610856, 368564, 39.664340
dat/dat5/book1, 2.048778, 768771, 438638, 42.942957
dat/dat3/pi.txt, 2.476312, 1000000, 425147, 57.485300
dat/dat1/kennedy.xls, 2.559792, 1029744, 462796, 55.057179
dat/dat2/world192.txt, 6.895462, 2473400, 1558859, 36.975055
dat/dat2/bible.txt, 10.833615, 4047392, 2218714, 45.181638
dat/dat2/E.coli, 9.958995, 4638690, 1159937, 74.994298
dat/dat1/ppt, 12.203893, 6365327, 806773, 87.325506
dat/dat1/bigfile.txt, 30.555465, 10100000, 7575264, 24.997386
